id,substance,other_names,used_for
591-82-2,ISOBUTYL ISOTHIOCYANATE,"ISOBUTYL ISOTHIOCYANATE; propane, 1-isothiocyanato-2-methyl; 1-isothiocyanato-2-methylpropane; isothiocyanic acid, isobutyl ester; 2-methylpropyl isothiocyanate; InChI=1S/C5H9NS/c1-5(2)3-6-4-7/h5H,3H2,1-2H3; InChIKey: NSDDRJXKROCWRZ-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT
24683-00-9,2-ISOBUTYL-3-METHOXYPYRAZINE,"2-ISOBUTYL-3-METHOXYPYRAZINE; PYRAZINE, 2-METHOXY-3-(2-METHYLPROPYL); PYRAZINE, 2-ISOBUTYL-3-METHOXY; 2-METHOXY-3-(2-METHYLPROPYL)PYRAZINE",FLAVORING AGENT OR ADJUVANT
65505-24-0,ISOBUTYL N-METHYLANTHRANILATE,"ISOBUTYL N-METHYLANTHRANILATE; BENZOIC ACID, 2-(METHYLAMINO)-, 2-METHYLPROPYL ESTER; ISOBUTYL 2-N-METHYLAMINOBENZOATE; 2-METHYLPROPYL 2-N-METHYLAMINOBENZOATE; 2-METHYLPROPYL 2-(METHYLAMINO)BENZOATE",FLAVORING AGENT OR ADJUVANT
13925-06-9,2-ISOBUTYL-3-METHYLPYRAZINE,"2-ISOBUTYL-3-METHYLPYRAZINE; PYRAZINE, 2-METHYL-3-(2-METHYLPROPYL); PYRAZINE, 2-ISOBUTYL-3-METHYL; 2-METHYL-3-ISOBUTYLPYRAZINE; 2-METHYL-3-(2-METHYLPROPYL)PYRAZINE",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
127931-21-9,(+/-)-ISOBUTYL 3-METHYLTHIOBUTYRATE,"ISOBUTYL 3-METHYLTHIOBUTYRATE; butanoic acid, 3-(methylthio)-, 2-methylpropyl ester; 2-methylpropyl 3-(methylthio)butanoate",FLAVORING AGENT OR ADJUVANT
102-13-6,ISOBUTYL PHENYLACETATE,"ISOBUTYL PHENYLACETATE; BENZENEACETIC ACID, 2-METHYLPROPYL ESTER; ACETIC ACID, PHENYL-, ISOBUTYL ESTER; ISOBUTYL ALPHA-TOLUATE; 2-METHYLPROPYL PHENYLACETATE; 2-METHYLPROPYL BENZENEACETATE",FLAVORING AGENT OR ADJUVANT
540-42-1,ISOBUTYL PROPIONATE,"ISOBUTYL PROPIONATE; ISOBUTYL PROPANOATE; 2-METHYL-1-PROPYL PROPANOATE; PROPANOIC ACID, 2-METHYLPROPYL ESTER; 2-METHYLPROPYL PROPANOATE; PROPIONIC ACID, ISOBUTYL ESTER",FLAVORING AGENT OR ADJUVANT
87-19-4,ISOBUTYL SALICYLATE,"ISOBUTYL SALICYLATE; 2-METHYL-1-PROPYL SALICYLATE; ISOBUTYL O-HYDROXYBENZOATE; 2-METHYLPROPYL O-HYDROXYBENZOATE; BENZOIC ACID, 2-HYDROXY-, 2-METHYLPROPYL ESTER; 2-METHYLPROPYL 2-HYDROXYBENZOATE; SALICYLIC ACID, ISOBUTYL ESTER",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
18640-74-9,2-ISOBUTYLTHIAZOLE,"2-ISOBUTYLTHIAZOLE; 2-ISOBUTYL-1,3-THIAZOLE; THIAZOLE, 2-(2-METHYLPROPYL); 2-(2-METHYLPROPYL)THIAZOLE; THIAZOLE, 2-ISOBUTYL",FLAVORING AGENT OR ADJUVANT
5421-27-2,ISOBUTYL 10-UNDECENOATE,"ISOBUTYL 10-UNDECENOATE; 10-undecenoic acid, 2-methylpropyl ester; 2-methylpropyl 10-undecenoate; isobutyl undec-10-enoate; InChI=1S/C15H28O2/c1-4-5-6-7-8-9-10-11-12-15(16)17-13-14(2)3/h4,14H,1,5-13H2,2-3H3; InChIKey: YXJSBTYPYXKWDB-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT
78-84-2,ISOBUTYRALDEHYDE,"ISOBUTYRALDEHYDE; PROPANAL, 2-METHYL; ISOBUTYRIC ALDEHYDE; ISOBUTYLALDEHYDE",FLAVORING AGENT OR ADJUVANT
79-31-2,ISOBUTYRIC ACID,"ISOBUTYRIC ACID; ISOPROPYLFORMIC ACID; 2-METHYLPROPANOIC ACID; 2-METHYLPROPIONIC ACID; PROPANOIC ACID, 2-METHYL; DIMETHYLACETIC ACID; METHYLPROPIONIC ACID, ALPHA",FLAVORING AGENT OR ADJUVANT
1335-66-6,ISOCYCLOCITRAL,ISOCYCLOCITRAL,FLAVORING AGENT OR ADJUVANT
97-54-1,ISOEUGENOL,"ISOEUGENOL; 2-METHOXY-4-PROPENYLPHENOL; 1-HYDROXY-2-METHOXY-4-PROPEN-1-YLBENZENE; 2-METHOXY-4-(1-PROPENYL)PHENOL; 3-METHOXY-4-HYDROXY-1-PROPEN-1-YLBENZENE; 4-HYDROXY-3-METHOXY-1-PROPEN-1-YLBENZENE; 4-HYDROXY-3-METHOXYPROPENYLBENZENE; 4-PROPENYLGUAIACOL; PHENOL, 2-METHOXY-4-(1-PROPENYL); PHENOL, 2-METHOXY-4-PROPENYL; 1-(3-METHOXY-4-HYDROXYPHENYL)-1-PROPANE; NSC-6769",FLAVORING AGENT OR ADJUVANT
93-29-8,ISOEUGENYL ACETATE,"ISOEUGENYL ACETATE; 2-METHOXY-4-PROPENYLPHENYL ACETATE; ACETYL ISOEUGENOL; 4-ACETOXY-3-METHOXY-1-(1-PROPEN-1-YL)BENZENE; PHENOL, 2-METHOXY-4-(1-PROPENYL)-, ACETATE; 2-METHOXY-4-(1-PROPENYL)PHENYL ACETATE; PHENOL, 2-METHOXY-4-PROPENYL-, ACETATE",FLAVORING AGENT OR ADJUVANT
120-11-6,ISOEUGENYL BENZYL ETHER,"ISOEUGENYL BENZYL ETHER; BENZYL 2-METHOXY-4-PROPENYLPHENYL ETHER; BENZENE, 2-METHOXY-1-(PHENYLMETHOXY)-4-(1-PROPENYL); BENZENE, 1-(BENZYLOXY)-2-METHOXY-4-PROPENYL; 1-BENZYLOXY-2-METHOXY-4-PROPENYLBENZENE; 2-METHOXY-4-PROPENYLPHENYL BENZYL ETHER; 2-METHOXY-1-(PHENYLMETHOXY)-4-(1-PROPENYL)BENZENE; 4-PROPENYL-1-BENZYLOXY-2-METHOXYBENZENE",FLAVORING AGENT OR ADJUVANT
7784-67-0,ISOEUGENYL ETHYL ETHER,"ISOEUGENYL ETHYL ETHER; BENZENE, 1-ETHOXY-2-METHOXY-4-(1-PROPENYL); BENZENE, 1-ETHOXY-2-METHOXY-4-PROPENYL; 1-ETHOXY-2-METHOXY-4-PROPENYLBENZENE; 2-ETHOXY-5-PROPENYLANISOLE; 1-ETHOXY-2-METHOXY-4-(1-PROPENYL)BENZENE",FLAVORING AGENT OR ADJUVANT
7774-96-1,ISOEUGENYL FORMATE,"ISOEUGENYL FORMATE; 2-METHOXY-4-PROPENYLPHENYL FORMATE; 2-METHOXY-4-(1-PROPEN-1-YL)PHENYL FORMATE; 4-(1-PROPEN-1-YL)-2-METHOXYPHENYL FORMATE; PHENOL, 2-METHOXY-4-(1-PROPENYL)-, FORMATE; 2-METHOXY-4-(1-PROPENYL)PHENYL FORMATE; PHENOL, 2-METHOXY-4-PROPENYL, FORMATE",FLAVORING AGENT OR ADJUVANT
93-16-3,ISOEUGENYL METHYL ETHER,"ISOEUGENYL METHYL ETHER; BENZENE, 1,2-DIMETHOXY-4-(1-PROPENYL); BENZENE, 1,2-DIMETHOXY-4-PROPENYL; NSC-46111; 1,2-DIMETHOXY-4-(1-PROPEN-1-YL)BENZENE; 1,2-DIMETHOXY-4-(1-PROPENYL)BENZENE; 1,2-DIMETHOXY-4-PROPENYLBENZENE; 4-PROPENYLVERATROLE",FLAVORING AGENT OR ADJUVANT
120-24-1,ISOEUGENYL PHENYLACETATE,"ISOEUGENYL PHENYLACETATE; BENZENEACETIC ACID, 2-METHOXY-4-(1-PROPENYL)PHENYL ESTER; ACETIC ACID, PHENYL-, 2-METHOXY-4-PROPENYLPHENYL ESTER; ISOEUGENYL ALPHA-TOLUATE; 2-METHOXY-4-PROPENYLPHENYL PHENYLACETATE; 2-METHOXY-4-(1-PROPEN-1-YL)PHENYL PHENYLACETATE; 2-METHOXY-4-(1-PROPENYL)PHENYL BENZENEACETATE; 4-PROPENYLGUAIACYL PHENYLACETATE",FLAVORING AGENT OR ADJUVANT
11050-62-7,ISOJASMONE,"ISOJASMONE; 2-CYCLOPENTEN-1-ONE, 2-METHYL-3-(2-PENTENYL); 2-METHYL-3-(2-PENTENYL)-2-CYCLOPENTEN-1-ONE",FLAVORING AGENT OR ADJUVANT
73-32-5,L-ISOLEUCINE,"ISOLEUCINE, L; L-ISOLEUCINE; 2-AMINO-3-METHYLPENTANOIC ACID, (S(R*,R*)); ERYTHRO-L-ISOLEUCINE",FLAVORING AGENT OR ADJUVANT; NUTRIENT SUPPLEMENT
127-51-5,ALPHA-ISOMETHYLIONONE,"ISOMETHYL-ALPHA-IONONE; ALPHA-ISOMETHYLIONONE; ISOMETHYLIONONE, ALPHA; METHYL-GAMMA-IONONE; 3-BUTEN-2-ONE, 3-METHYL-4-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL); 3-METHYL-4-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL)-3-BUTEN-2-ONE; 4-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL)-3-METHYL-3-BUTEN-2-ONE; InChIKey=JRJBVWJSTHECJK-LUAWRHEFSA-N; InChI=1S/C14H22O/c1-10-7-6-8-14(4,5)13(10)9-11(2)12(3)15/h7,9,13H,6,8H2,1-5H3/b11-9",FLAVORING AGENT OR ADJUVANT
79-89-0,BETA-ISOMETHYLIONONE,"ISOMETHYL-BETA-IONONE; BETA-ISOMETHYLIONONE; IRALDEINE, DELTA; 3-BUTEN-2-ONE, 3-METHYL-4-(2,6,6-TRIMETHYL-1-CYCLOHEXEN-1-YL); 3-METHYL-4-(2,6,6-TRIMETHYL-1-CYCLOHEXEN-1-YL)-3-BUTEN-2-ONE",FLAVORING AGENT OR ADJUVANT
68555-61-3,ALPHA-ISOMETHYLIONYL ACETATE,"ISOMETHYLIONYL ACETATE, ALPHA; 3-BUTEN-2-OL, 3-METHYL-4-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL)-, ACETATE; 3-METHYL-4-(2,6,6-TRIMETHYL-2-CYCLOHEXEN-1-YL)-3-BUTEN-2-YL ACETATE",FLAVORING AGENT OR ADJUVANT
977051-69-6,"ISOPARAFFINIC PETROLEUM HYDROCARBONS, SYNTHETIC","ISOPARAFFINS, SYNTHETIC; HYDROCARBON, SYNTHETIC ISOPARAFFINIC; PETROLEUM HYDROCARBONS, ISOPARAFFINIC, SYNTHETIC; PETROLEUM HYDROCARBONS, SYNTHETIC ISOPARAFFINIC; SYNTHETIC ISOPARAFFINIC WAX; SYNTHETIC ISOPARAFFINIC PETROLEUM HYDROCARBONS",SOLVENT OR VEHICLE; SURFACE-ACTIVE AGENT
107-85-7,ISOPENTYLAMINE,"ISOAMYLAMINE; ISOPENTYLAMINE; 3-METHYLBUTYLAMINE; 1-AMINOISOPENTANE; ISOBUTYLCARBYLAMINE; 1-BUTANAMINE, 3-METHYL; 3-METHYL-1-BUTANAMINE; PROPYLAMINE, 3,3-DIMETHYL; 3,3-DIMETHYLPROPYLAMINE; GAMMA-ISOAMYLAMINE; MONOISOAMYLAMINE; 1-AMINO-3-METHYLBUTANE; MONOISOPENTYLAMINE; ISOVALERYLAMINE; 3-METHYLBUTANAMINE",FLAVORING AGENT OR ADJUVANT
35448-31-8,ISOPENTYLIDENEISOPENTYLAMINE,"ISOPENTYLIDENEISOPENTYLAMINE; N-ISOAMYLIDENEISOAMYLAMINE; N-(3-METHYLBUTYLIDENE)-3-METHYL-1-BUTYLAMINE; 1-BUTANAMINE, 3-METHYL-N-(3-METHYLBUTYLIDENE); 3-METHYL-N-(3-METHYLBUTYLIDENE)-1-BUTANAMINE",FLAVORING AGENT OR ADJUVANT
78-59-1,ISOPHORONE,"ISOPHORONE; 3,5,5-TRIMETHYL-2-CYCLOHEXEN-1-ONE; 2-CYCLOHEXEN-1-ONE, 3,5,5-TRIMETHYL; ISOACETOPHORONE; ISOPHORONE, ALPHA",FLAVORING AGENT OR ADJUVANT
108-22-5,ISOPROPENYL ACETATE,"1-PROPEN-2-YL ACETATE; ISOPROPENYL ACETATE; 1-propen-2-ol, acetate; 1-methylvinyl acetate",FLAVORING AGENT OR ADJUVANT
13679-86-2,5-ISOPROPENYL-2-METHYL-2-VINYLTETRAHYDROFURAN,"5-ISOPROPENYL-2-METHYL-2-VINYLTETRAHYDROFURAN; ANHYDROLINALOOL OXIDE; FURAN, 2-ETHENYLTETRAHYDRO-2-METHYL-5-(1-METHYLETHENYL); FURAN, TETRAHYDRO-5-ISOPROPENYL-2-METHYL-2-VINYL; TETRAHYDRO-5-ISOPROPENYL-2-METHYL-2-VINYLFURAN; 2-ETHENYL-2-METHYL-5-(1-METHYLETHENYL)TETRAHYDROFURAN; 2-METHYL-2-VINYL-5-ISOPROPENYLTETRAHYDROFURAN; 2-ETHENYLTETRAHYDRO-2-METHYL-5-(1-METHYLETHENYL)FURAN",FLAVORING AGENT OR ADJUVANT
4436-82-2,3-ISOPROPENYL-6-OXOHEPTANOIC ACID,"3-ISOPROPYL-6-OXOHEPTANOIC ACID; heptanoic acid, 3-isopropenyl-6-oxo; heptanoic acid, 3-(1-methylethenyl)-6-oxo; 3-(1-methylethenyl)-6-oxoheptanoic acid",FLAVORING AGENT OR ADJUVANT
6839-75-4,3-ISOPROPENYLPENTANEDIOIC ACID,"3-ISOPROPENYLGLUTARIC ACID; pentanedioic acid, 3-(1-methylethenyl); 3-(1-methylethenyl)pentanedioic acid; glutaric acid, 3-isopropenyl; 3-isopropenylpentanedioic acid; InChI=1S/C8H12O4/c1-5(2)6(3-7(9)10)4-8(11)12/h6H,1,3-4H2,2H3,(H,9,10)(H,11,12); InChIKey: PULOWZXUQOLRBK-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT
38713-41-6,ISOPROPENYLPYRAZINE,"ISOPROPENYLPYRAZINE; 2-(1-METHYLVINYL)PYRAZINE; 2-ISOPROPENYL-1,4-DIAZINE; 2-(ALPHA-METHYLVINYL)PYRAZINE; 2-ISOPROPENYLPYRAZINE; PRAZINE, (1-METHYLETHENYL); (1-METHYLETHENYL)PYRAZINE",FLAVORING AGENT OR ADJUVANT
108-21-4,ISOPROPYL ACETATE,"ISOPROPYL ACETATE; ACETIC ACID, 1-METHYLETHYL ESTER; 1-METHYLETHYL ACETATE; ACETIC ACID, ISOPROPYL ESTER; 2-PROPYL ACETATE; 2-ACETOXYPROPANE; ISOPROPYL ETHANOATE",FLAVORING AGENT OR ADJUVANT
645-13-6,P-ISOPROPYLACETOPHENONE,"4-ISOPROPYLACETOPHENONE; ACETYLCUMENE, P; ACETOPHENONE, 4'-ISOPROPYL; ETHANONE, 1-(4-(1-METHYLETHYL)PHENYL); CUMINONE; ISOPROPYLACETYLBENZENE, P; ISOPROPYLACETOPHENONE, P; METHYL P-ISOPROPYLPHENYL KETONE; 1-(4-(1-METHYLETHYL)PHENYL)ETHANONE; 4'-ISOPROPYLACETOPHENONE",FLAVORING AGENT OR ADJUVANT
67-63-0,ISOPROPYL ALCOHOL,"ISOPROPYL ALCOHOL; ISOPROPANOL; 2-PROPANOL; PETROHOL; DIMETHYLCARBINOL; PROPYL ALCOHOL, SEC",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; SOLVENT OR VEHICLE
75-31-0,ISOPROPYLAMINE,ISOPROPYLAMINE; 2-AMINOPROPANE,FLAVORING AGENT OR ADJUVANT
939-48-0,ISOPROPYL BENZOATE,"ISOPROPYL BENZOATE; 1-METHYLETHYL BENZOATE; BENZOIC ACID, 1-METHYLETHYL ESTER; BENZOIC ACID, ISOPROPYL ESTER",FLAVORING AGENT OR ADJUVANT
536-60-7,P-ISOPROPYLBENZYL ALCOHOL,"CUMIC ALCOHOL; CUMINIC ALCOHOL; P-CYMEN-7-OL; ISOPROPYLBENZYL ALCOHOL, P; CUMYL ALCOHOL; CUMINYL ALCOHOL; CUMINOL; 4-ISOPROPYLBENZYL ALCOHOL; BENZENEMETHANOL, 4-(1-METHYLETHYL); 4-(1-METHYLETHYL)BENZENEMETHANOL",FLAVORING AGENT OR ADJUVANT
638-11-9,ISOPROPYL BUTYRATE,"ISOPROPYL BUTYRATE; ISOPROPYL BUTANOATE; BUTANOIC ACID, 1-METHYLETHYL ESTER; 1-METHYLETHYL BUTANOATE; BUTYRIC ACID, ISOPROPYL ESTER",FLAVORING AGENT OR ADJUVANT
7780-06-5,ISOPROPYL CINNAMATE,"ISOPROPYL CINNAMATE; ISOPROPYL 3-PHENYLPROPENOATE; 1-METHYLETHYL 3-PHENYLPROPENOATE; 2-PROPENOIC ACID, 3-PHENYL-, 1-METHYLETHYL ESTER; 1-METHYLETHYL 3-PHENYL-2-PROPENOATE; CINNAMIC ACID, ISOPROPYL ESTER",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
500-02-7,ISOPROPYL-2-CYCLOHEXENONE,"4-ISOPROPYL-2-CYCLOHEXEN-1-ONE; CRYPTONE; CRYPTON; KRYPTONE, DL; 2-CYCLOHEXEN-1-ONE, 4-(1-METHYLETHYL); 2-CYCLOHEXEN-1-ONE, 4-ISOPROPYL; 4-(1-METHYLETHYL)-2-CYCLOHEXEN-1-ONE; 4-ISOPROPYL-2-CYCLOHEXENONE; 4-ISOPROPYLCYCLOHEX-2-ENONE",FLAVORING AGENT OR ADJUVANT
1120363-98-5,"5-ISOPROPYL-2,6-DIETHYL-2-METHYLTETRAHYDRO-2H-PYRAN","2,6-DIETHYLTETRAHYDRO-5-ISOPROYPL-2-METHYL-2H-PYRAN; 2,6-diethyltetrahydro-2-methyl-5-(1-methylethyl)-2H-pyran; 2,6-dimethyl-5-isopropyl-2-methyltetrahydro-2H-pyran; 2H-pyran, 2,6-diethyltetrahydro-2-methyl-5-(1-methylethyl); 5-isopropyl-2,6-diethyl-2-methyltetrahydro-2H-pyran",FLAVORING AGENT OR ADJUVANT
977161-99-1,"2(4)-ISOPROPYL-4(2),6-DIMETHYLDIHYDRO-4H-1,3,5-DITHIAZINE","DIHYDRO-2(OR 6)-ISOPROPYL-4,6(OR 2)-DIMETHYL-4H-1,3,5-DITHIAZINE; DIHYDRO-4,6(OR 2)-DIMETHYL-2(OR 6)-(1-METHYLETHYL)-4H-1,3,5-DITHIAZINE; DIMETHYLISOPROPYLDIHYDRO-1,3,5-DITHIAZINE; DIHYDRO-4,6(OR 2)-DIMETHYL-2(OR 6)-ISOPROPYL-4H-1,3,5-DITHIAZINE; 2(OR 4)-ISOPROPYL-4(OR 2),6-DIMETHYLDIHYDRO-4H-1,3,5-DITHIAZINE",FLAVORING AGENT OR ADJUVANT
625-55-8,ISOPROPYL FORMATE,"ISOPROPYL FORMATE; ISOPROPYL METHANOATE; FORMIC ACID, 1-METHYLETHYL ESTER; 1-METHYLETHYL FORMATE; FORMIC ACID, ISOPROPYL ESTER",FLAVORING AGENT OR ADJUVANT
2311-46-8,ISOPROPYL HEXANOATE,"ISOPROPYL HEXANOATE; ISOPROPYL CAPROATE; ISOPROPYL CAPRONATE; ISOPROPYL HEXYLATE; HEXANOIC ACID, 1-METHYLETHYL ESTER; 1-METHYLETHYL HEXANOATE; HEXANOIC ACID, ISOPROPYL ESTER",FLAVORING AGENT OR ADJUVANT
172201-58-0,ISOPROPYLIDENEGLYCERYL 5-HYDROXYDECANOATE,"(2,2-DIMETHYL-1,3-DIOXOLAN-4-YL)METHYL 5-HYDROXYDECANOATE; decanoic acid, 5-hydroxy-, (2,2-dimethyl-1,3-dioxolan-4-yl)methyl ester; isopropylideneglyceryl 5-hydroxydecanoate",FLAVORING AGENT OR ADJUVANT
617-50-5,ISOPROPYL ISOBUTYRATE,"ISOPROPYL ISOBUTYRATE; ISOPROPYL 2-METHYLPROPANOATE; ISOBUTYRIC ACID, ISOPROPYL ESTER; PROPANOIC ACID, 2-METHYL-, 1-METHYLETHYL ESTER; 1-METHYLETHYL 2-METHYLPROPANOATE",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT
2253-73-8,ISOPROPYL ISOTHIOCYANATE,"ISOPROPYL ISOTHIOCYANATE; propane, 2-isothiocyanato; 2-isothiocyanatopropane; isothiocyanic acid, isopropyl ester; InChI=1S/C4H7NS/c1-4(2)5-3-6/h4H,1-2H3; InChIKey: VHBFEIBMZHEWSX-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT
32665-23-9,ISOPROPYL ISOVALERATE,"ISOPROPYL ISOVALERATE; BUTANOIC ACID, 3-METHYL-, 1-METHYLETHYL ESTER; ISOPROPYL ISOVALIANATE; ISOPROPYL ISOPENTANOATE; ISOPROPYL 3-METHYLBUTANOATE; ISOPROPYL 3-METHYLBUTYRATE; ISOVALERIC ACID, ISOPROPYL ESTER; 1-METHYLETHYL 3-METHYLBUTANOATE",FLAVORING AGENT OR ADJUVANT
34365-79-2,S-ISOPROPYL 3-METHYLBUT-2-ENETHIOATE,"S-ISOPROPYL 3-METHYL-2-BUTENETHIOATE; 2-butenethioic acid, 3-methyl-, S-(1-methylethyl) ester; S-(1-methylethyl) 3-methyl-2-butenethioate; crotonic acid, 3-methylthio-, S-isopropyl ester; S-isopropyl 3-methylthiocrotonate; InChI=1S/C8H14OS/c1-6(2)5-8(9)10-7(3)4/h5,7H,1-4H3; InChIKey: IZVXTRDVESJRTA-UHFFFAOYSA-N",FLAVORING AGENT OR ADJUVANT
66576-71-4,ISOPROPYL 2-METHYLBUTYRATE,"ISOPROPYL 2-METHYLBUTYRATE; BUTANOIC ACID, 2-METHYL-, 1-METHYLETHYL ESTER; ISOPROPYL 2-METHYLBUTANOATE; 1-METHYLETHYL 2-METHYLBUTANOATE",FLAVORING AGENT OR ADJUVANT
35158-25-9,2-ISOPROPYL-5-METHYL-2-HEXENAL,"2-ISOPROPYL-5-METHYL-2-HEXENAL; ALPHA-ISOPROPYL-BETA-ISOBUTYLACROLEIN; ISODIHYDROAVANDULYL ALDEHYDE; 2-HEXENAL, 5-METHYL-2-(1-METHYLETHYL); 2-HEXENAL, 2-ISOPROPYL-5-METHYL; 5-METHYL-2-(1-METHYLETHYL)-2-HEXENAL",FLAVORING AGENT OR ADJUVANT
2278-53-7,"(+/-)-[R-(E)]-5-ISOPROPYL-8-METHYLNONA-6,8-DIEN-2-ONE","5-ISOPROPYL-8-METHYL-6,8-NONADIEN-2-ONE, (R-TRANS); 6,8-nonadien-2-one, 8-methyl-5-(1-methylethyl)-, (R-(E)); 8-methyl-5-(1-methylethyl)-6,8-nonadien-2-one, (R-(E)); 6,8-nonadien-2-one, 5-isopropyl-8-methyl-, (R)-(E); 5-isopropyl-8-methyl-6,8-nonadien-2-one, (R)-(E); InChI=1S/C13H22O/c1-10(2)6-8-13(11(3)4)9-7-12(5)14/h6,8,11,13H,1,7,9H2,2-5H3/b8-6+; InChIKey: PQDRXUSSKFWCFA-SOFGYWHQSA-N",FLAVORING AGENT OR ADJUVANT
15679-13-7,2-ISOPROPYL-4-METHYLTHIAZOLE,"2-ISOPROPYL-4-METHYLTHIAZOLE; THIAZOLE, 4-METHYL-2-(1-METHYLETHYL); THIAZOLE, 2-ISOPROPYL-4-METHYL; 4-METHYL-2-(1-METHYLETHYL)THIAZOLE",FLAVORING AGENT OR ADJUVANT
110-27-0,ISOPROPYL MYRISTATE,"ISOPROPYL MYRISTATE; ISOPROPYL TETRADECANOATE; TETRADECANOIC ACID, 1-METHYLETHYL ESTER; 1-METHYLETHYL TETRADECANOATE; MYRISTIC ACID, ISOPROPYL ESTER",
142-91-6,ISOPROPYL PALMITATE,"ISOPROPYL PALMITATE; 1-METHYLETHYL HEXADECANOATE; ISOPROPYL HEXADECANOATE; HEXADECANOIC ACID, 1-METHYLETHYL ESTER; PALMITIC ACID, ISOPROPYL ESTER",
88-69-7,2-ISOPROPYLPHENOL,"ISOPROPYLPHENOL, O; 2-(1-METHYLETHYL)PHENOL; 2-ISOPROPYLPHENOL; CUMENOL, O; 1-HYDROXY-2-ISOPROPYLBENZENE; PHENOL, 2-(1-METHYLETHYL); PHENOL, O-ISOPROPYL",FLAVORING AGENT OR ADJUVANT
4395-92-0,P-ISOPROPYLPHENYLACETALDEHYDE,"ISOPROPYLPHENYLACETALDEHYDE, P; BENZENEACETALDEHYDE, 4-(1-METHYLETHYL); ACETALDEHYDE, (P-ISOPROPYLPHENYL); (P-ISOPROPYLPHENYL)ACETALDEHYDE; CORTEXAL; CUMYLACETALDEHYDE; P-CYMENE-7-CARBOXALDEHYDE; 4-(1-METHYLETHYL)BENZENEACETALDEHYDE",FLAVORING AGENT OR ADJUVANT
4861-85-2,ISOPROPYL PHENYLACETATE,"ISOPROPYL PHENYLACETATE; BENZENEACETIC ACID, 1-METHYLETHYL ESTER; ACETIC ACID, PHENYL-, ISOPROPYL ESTER; ISOPROPYL ALPHA-TOLUATE; 1-METHYLETHYL BENZENEACETATE",FLAVORING AGENT OR ADJUVANT
7775-00-0,3-(P-ISOPROPYLPHENYL)PROPIONALDEHYDE,"CUMINACETALDEHYDE; 3-P-CUMENYLPROPIONALDEHYDE; 4-(1-METHYLETHYL)BENZENEPROPANAL; 3-(P-ISOPROPYLPHENYL)PROPIONALDEYDE; CYMYLPROPANAL, P; ISOPROPYLHYDROCINNAMALDEHYDE, P; CUMINYL ACETALDEHYDE; BENZENEPROPANAL, 4-(1-METHYLETHYL); PROPIONALDEHYDE, 3-P-CUMENYL",FLAVORING AGENT OR ADJUVANT
637-78-5,ISOPROPYL PROPIONATE,"ISOPROPYL PROPIONATE; ISOPROPYL PROPANOATE; PROPANOIC ACID, 1-METHYLETHYL ESTER; 1-METHYLETHYL PROPANOATE; PROPIONIC ACID, ISOPROPYL ESTER",FLAVORING AGENT OR ADJUVANT
29460-90-0,2-ISOPROPYLPYRAZINE,"ISOPROPYLPYRAZINE; 2-ISOPROPYLPYRAZINE; PYRAZINE, ISOPROPYL; PYRAZINE, (1-METHYLETHYL); (1-METHYLETHYL)PYRAZINE",FLAVORING AGENT OR ADJUVANT
1733-25-1,ISOPROPYL TIGLATE,"ISOPROPYL TIGLATE; ISOPROPYL ALPHA-METHYLCROTONATE; 2-BUTENOIC ACID, 2-METHYL-, 1-METHYLETHYL ESTER, (E); 1-METHYLETHYL 2-METHYL-2-BUTENOATE, (E)",FLAVORING AGENT OR ADJUVANT
51115-67-4,"2-ISOPROPYL-N,2,3-TRIMETHYLBUTYRAMIDE","2-ISOPROPYL-N,2,3-TRIMETHYLBUTANAMIDE; BUTANAMIDE, N,2,3-TRIMETHYL-2-(1-METHYLETHYL); METHYL DIISOPROPYL PROPIONAMIDE; N,2,3-TRIMETHYL-2-(1-METHYLETHYL)BUTANAMIDE; N,2,3-TRIMETHYL-2-ISOPROPYLBUTANAMIDE; 2-ISOPROPYL-N,2,3-TRIMETHYLBUTYRAMIDE",FLAVORING AGENT OR ADJUVANT
89-79-2,ISOPULEGOL,"ISOPULEGOL; P-MENTH-8-EN-3-OL; 1-METHYL-4-ISOPROPENYLCYCLOHEXAN-3-OL; P-8(9)-MENTHEN-3-OL; CYCLOHEXANOL, 5-METHYL-2-(1-METHYLETHENYL)-, (1R-(1ALPHA,2BETA,5ALPHA)); 5-METHYL-2-(1-METHYLETHENYL)CYCLOHEXANOL, (1R-(1ALPHA,2BETA,5ALPHA)); P-MENTH-8-EN-3-OL, (1R,3R,4S)-(-)",FLAVORING AGENT OR ADJUVANT
