id,substance,other_names,used_for
867-81-2,SODIUM PANTOTHENATE,"SODIUM PANTOTHENATE; SODIUM D-PANTOTHENATE; PANTOTHENIC ACID, MONOSODIUM SALT, D; BETA-ALANINE, N-(2,4-DIHYDROXY-3,3-DIMETHYL-1-OXOBUTYL)-, MONOSODIUM SALT, (R); SODIUM N-(2,4-DIHYDROXY-3,3-DIMETHYL-1-OXOBUTYL)-BETA-ALANINE, (R)",NUTRIENT SUPPLEMENT
58-85-5,BIOTIN,"BIOTIN; BIOTIN, D; COENZYME R; TETRAHYDRO-2-OXOTHIENO(3,4-D)IMIDAZOLINE-4-VALERIC ACID, CIS; VITAMIN H; BIOTIN, (+); 1H-THIENO(3,4-D)IMIDAZOLE-4-PENTANOIC ACID, HEXAHYDRO-2-OXO-, (3AS-(3AALPHA,4BETA,6AALPHA)); HEXAHYDRO-2-OXO-1H-THIENO(3,4-D)IMIDAZOLE-4-PENTANOIC ACID, (3AS-(3AALPHA,4BETA,6AALPHA))",NUTRIENT SUPPLEMENT; SEQUESTRANT
61789-99-9,LARD,"LARD; FAT, LARD",EMULSIFIER OR EMULSIFIER SALT; FORMULATION AID; TEXTURIZER
8016-28-2,LARD OIL,"LARD OIL; LARD, OIL; OIL, LARD",SURFACE-ACTIVE AGENT
1302-78-9,BENTONITE,BENTONITE,DOUGH STRENGTHENER; FLOUR TREATING AGENT; OXIDIZING OR REDUCING AGENT; PROCESSING AID; STABILIZER OR THICKENER
50-70-4,D-SORBITOL,"SORBITOL; GLUCITOL, D; SORBITOL, D; SORBIT; SORBITE, D; D-GLUCITOL; D-SORBITOL",COLOR OR COLORING ADJUNCT; DRYING AGENT; FLAVORING AGENT OR ADJUVANT; HUMECTANT; NUTRIENT SUPPLEMENT; NUTRITIVE SWEETENER; PH CONTROL AGENT; SOLVENT OR VEHICLE; STABILIZER OR THICKENER; TEXTURIZER
58-08-2,CAFFEINE,"CAFFEINE; COFFEINE; CAFFEINE, ANHYDROUS; 1,3,7-TRIMETHYLXANTHINE; GUARANINE; METHYLTHEOBROMINE; THEINE; 1,3,7-TRIMETHYL-2,6-DIOXOPURINE; 3,7-DIHYDRO-1,3,7-TRIMETHYL-1H-PURINE-2,6-DIONE; 1H-PURINE-2,6-DIONE, 3,7-DIHYDRO-1,3,7-TRIMETHYL",FLAVORING AGENT OR ADJUVANT
140-88-5,ETHYL ACRYLATE,"ETHYL ACRYLATE; ETHYL PROPENOATE; ACRYLIC ACID ETHYL ESTER; 2-PROPENOIC ACID, ETHYL ESTER; ETHYL 2-PROPENOATE",FLAVORING AGENT OR ADJUVANT
96-33-3,METHYL ACRYLATE,"METHYL ACRYLATE; METHYL 2-PROPENOATE; 2-PROPENOIC ACID, METHYL ESTER; METHYL PROP-2-ENOATE; ACRYLIC ACID METHYL ESTER; METHOXYCARBONYLETHYLENE",
977000-79-5,CORN SILK,CORN SILK; ZEA MAYS STYLE AND STIGMA,FLAVORING AGENT OR ADJUVANT
143-19-1,SODIUM OLEATE,"SODIUM OLEATE; 9-OCTADECENOIC ACID (Z)-, SODIUM SALT; SODIUM 9-OCTADECENOATE, (Z); OLEIC ACID, SODIUM SALT",ANTICAKING AGENT OR FREE-FLOW AGENT; EMULSIFIER OR EMULSIFIER SALT; FORMULATION AID; STABILIZER OR THICKENER
408-35-5,SODIUM PALMITATE,"SODIUM PALMITATE; HEXADECANOIC ACID, SODIUM SALT; SODIUM HEXADECANOATE; PALMITIC ACID, SODIUM SALT",ANTICAKING AGENT OR FREE-FLOW AGENT; FORMULATION AID; LUBRICANT OR RELEASE AGENT; STABILIZER OR THICKENER
1310-58-3,POTASSIUM HYDROXIDE,POTASSIUM HYDROXIDE; POTASH; CAUSTIC POTASH; POTASH LYE; POTASSIUM HYDROXIDE (K(OH)); InChI=1S/K.H2O/h; 1H2/q+1; /p-1; InChIKey: KWYUFKZDYYNOTN-UHFFFAOYSA-M,FORMULATION AID; FUMIGANT; PH CONTROL AGENT; PROCESSING AID; STABILIZER OR THICKENER; WASHING OR SURFACE REMOVAL AGENT
1310-73-2,SODIUM HYDROXIDE,"SODIUM HYDROXIDE; CAUSTIC SODA; CAUSTIC SODA, LIQUID; SODIUM HYDRATE; SODA LYE; WHITE CAUSTIC; SODIUM HYDROXIDE (NA(OH)); LYE",COLOR OR COLORING ADJUNCT; DOUGH STRENGTHENER; FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; FLOUR TREATING AGENT; FUMIGANT; OXIDIZING OR REDUCING AGENT; PH CONTROL AGENT; PROCESSING AID; WASHING OR SURFACE REMOVAL AGENT
6100-05-6,POTASSIUM CITRATE,"POTASSIUM CITRATE; POTASSIUM CITRATE MONOHYDRATE; TRIPOTASSIUM CITRATE MONOHYDRATE; CITRIC ACID, TRIPOTASSIUM SALT, MONOHYDRATE; 1,2,3-PROPANETRICARBOXYLIC ACID, 2-HYDROXY-, TRIPOTASSIUM SALT, MONOHYDRATE; TRIPOTASSIUM 2-HYDROXY-1,2,3-PROPANETRICARBOXYLATE MONOHYDRATE; CITRATE, POTASSIUM",EMULSIFIER OR EMULSIFIER SALT; FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; NUTRIENT SUPPLEMENT; PH CONTROL AGENT; SEQUESTRANT
1337-33-3,STEARYL CITRATE,"STEARYL CITRATE; 1,2,3-PROPANETRICARBOXYLIC ACID, 2-HYDROXY-, OCTADECYL ESTER; OCTADECYL 2-HYDROXY-1,2,3-PROPANETRICARBOXYLATE",ANTIOXIDANT; EMULSIFIER OR EMULSIFIER SALT; SEQUESTRANT; SURFACE-ACTIVE AGENT
39413-05-3,ISOPROPYL CITRATE,"ISOPROPYL CITRATE; 1,2,3-PROPANETRICARBOXYLIC ACID, 2-HYDROXY-, 1-METHYLETHYL ESTER; 1-METHYLETHYL 2-HYDROXY-1,2,3-PROPANETRICARBOXYLATE",SEQUESTRANT
68-04-2,TRISODIUM CITRATE,"SODIUM CITRATE; TRISODIUM CITRATE, ANHYDROUS; TRISODIUM CITRATE; 1,2,3-PROPANETRICARBOXYLIC ACID, 2-HYDROXY-, TRISODIUM SALT; TRISODIUM 2-HYDROXY-1,2,3-PROPANETRICARBOXYLATE; CITRIC ACID, TRISODIUM SALT",COLOR OR COLORING ADJUNCT; EMULSIFIER OR EMULSIFIER SALT; FLAVORING AGENT OR ADJUVANT; MALTING OR FERMENTING AID; NUTRIENT SUPPLEMENT; PH CONTROL AGENT; SEQUESTRANT; STABILIZER OR THICKENER; SURFACE-ACTIVE AGENT
77-92-9,CITRIC ACID,"CITRIC ACID; CITRIC ACID, ANHYDROUS; 2-HYDROXY-1,2,3-PROPANETRICARBOXYLIC ACID; BETA-HYDROXYTRICARBALLYLIC ACID; 1,2,3-PROPANETRICARBOXYLIC ACID, 2-HYDROXY; ACIDE CITRIQUE",ANTIMICROBIAL AGENT; ANTIOXIDANT; ENZYME; FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; LEAVENING AGENT; PH CONTROL AGENT; SEQUESTRANT; SOLVENT OR VEHICLE; SURFACE-ACTIVE AGENT
77-93-0,TRIETHYL CITRATE,"TRIETHYL CITRATE; ETHYL CITRATE; TRIETHYL 2-HYDROXY-1,2,3-PROPANETRICARBOXYLATE; 1,2,3-PROPANETRICARBOXYLIC ACID, 2-HYDROXY-, TRIETHYL ESTER; CITRIC ACID, TRIETHYL ESTER",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; FORMULATION AID; SEQUESTRANT; SOLVENT OR VEHICLE
813-94-5,CALCIUM CITRATE,"CALCIUM CITRATE; TRICALCIUM CITRATE; CITRIC ACID, CALCIUM SALT (2:3); TRICALCIUM DICITRATE; CALCIUM CITRATE, TRIBASIC; 1,2,3-PROPANETRICARBOXYLIC ACID, 2-HYDROXY-, CALCIUM SALT (2:3); CALCIUM 2-HYDROXY-1,2,3-PROPANETRICARBOXYLATE (3:2); calcium citrate (Ca3(O7C6H5)2)",FIRMING AGENT; NUTRIENT SUPPLEMENT; PH CONTROL AGENT; SEQUESTRANT
9004-54-0,"DEXTRANS (AVG M W LESS THAN 100,000)",DEXTRAN,FORMULATION AID; PROCESSING AID; STABILIZER OR THICKENER; SURFACE-FINISHING AGENT; TEXTURIZER
56645-02-4,"PECTIN, AMIDATED","PECTIN, AMIDATED; AMIDATED PECTIN; PECTIN AMIDE",EMULSIFIER OR EMULSIFIER SALT; STABILIZER OR THICKENER
9000-69-5,PECTIN,"PECTIN; PECTINIC ACID; METHOXYPECTIN; METHYL PECTINATE; PECTINE; PECTIN, FRUIT; FRUIT PECTIN",EMULSIFIER OR EMULSIFIER SALT; FIRMING AGENT; FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; SOLVENT OR VEHICLE; STABILIZER OR THICKENER; TEXTURIZER
9005-59-8,SODIUM PECTINATE,"SODIUM PECTINATE; PECTIN, SODIUM SALT",
94-13-3,PROPYL P-HYDROXYBENZOATE,"PROPYLPARABEN; PROPYL P-HYDROXYBENZOATE; BENZOIC ACID, 4-HYDROXY-, PROPYL ESTER; PROPYL 4-HYDROXYBENZOATE; BENZOIC ACID, P-HYDROXY-, PROPYL ESTER",ANTIMICROBIAL AGENT; FLAVORING AGENT OR ADJUVANT
99-76-3,METHYL P-HYDROXYBENZOATE,"METHYLPARABEN; METHYL P-HYDROXYBENZOATE; BENZOIC ACID, 4-HYDROXY-, METHYL ESTER; METHYL 4-HYDROXYBENZOATE; BENZOIC ACID, P-HYDROXY-, METHYL ESTER",ANTIMICROBIAL AGENT; FLAVORING AGENT OR ADJUVANT
111-17-1,THIODIPROPIONIC ACID,"THIODIPROPIONIC ACID; 3,3'-THIODIPROPIONIC ACID; PROPANOIC ACID, 3,3'-THIOBIS; 3,3'-THIOBIS(PROPANOIC ACID); PROPIONIC ACID, 3,3'-THIODI; DIETHYL SULFIDE 2,2'-DICARBOXYLIC ACID; 4-THIAHEPTANEDIOIC ACID; THIAHYDRACRYLIC ACID; BETA,BETA'-THIODIPROPIONIC ACID",ANTIOXIDANT
123-28-4,DILAURYL THIODIPROPIONATE,"DILAURYL THIODIPROPIONATE; BIS(DODECYLOXYCARBONYLETHYL) SULFIDE; DIDODECYL 3,3'-THIODIPROPIONATE; DIDODECYL 3,3'-THIOBIS(PROPANOATE); LAURYL THIODIPROPIONATE; PROPANOIC ACID, 3,3'-THIOBIS-, DIDODECYL ESTER; PROPIONIC ACID, 3,3'-THIODI-, DIDODECYL ESTER",
137-40-6,SODIUM PROPIONATE,"SODIUM PROPIONATE; SODIUM PROPANOATE; PROPANOIC ACID, SODIUM SALT; PROPIONIC ACID, SODIUM SALT; PROPIONATE, SODIUM",ANTIMICROBIAL AGENT; FLAVORING AGENT OR ADJUVANT
4075-81-4,CALCIUM PROPIONATE,"CALCIUM PROPIONATE; PROPANOIC ACID, CALCIUM SALT; CALCIUM PROPANOATE; PROPIONIC ACID, CALCIUM SALT; CALCIUM DIPROPIONATE; PROPIONATE, CALCIUM",ANTIMICROBIAL AGENT; ANTIOXIDANT
79-09-4,PROPIONIC ACID,"PROPIONIC ACID; ETHYLFORMIC ACID; METHYLACETIC ACID; C3 ACID; PROPANOIC ACID; InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5); InChIKey: XBDQKXXYIPTUBI-UHFFFAOYSA-N",ANTIMICROBIAL AGENT; FLAVORING AGENT OR ADJUVANT; PH CONTROL AGENT
4468-02-4,ZINC GLUCONATE,"ZINC GLUCONATE; ZINC, BIS(D-GLUCONATO-O1,O2); ZINC BIS(D-GLUCONATO-O1,O2)",NUTRIENT SUPPLEMENT
299-27-4,POTASSIUM GLUCONATE,"POTASSIUM GLUCONATE; D-GLUCONIC ACID, MONOPOTASSIUM SALT; MONOPOTASSIUM D-GLUCONATE; GLUCONIC ACID, MONOPOTASSIUM SALT, D",NUTRIENT SUPPLEMENT; SEQUESTRANT
3632-91-5,MAGNESIUM GLUCONATE,"MAGNESIUM GLUCONATE; D-GLUCONIC ACID, MAGNESIUM SALT (2:1); MAGNESIUM D-GLUCONATE (1:2); GLUCONIC ACID, MAGNESIUM SALT (2:1), D",NUTRIENT SUPPLEMENT
527-07-1,SODIUM GLUCONATE,"SODIUM D-GLUCONATE; SODIUM GLUCONATE; D-GLUCONIC ACID, MONOSODIUM SALT; MONOSODIUM D-GLUCONATE; GLUCONIC ACID, MONOSODIUM SALT, D",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; NUTRIENT SUPPLEMENT; SEQUESTRANT
9001-73-4,PAPAIN (CARICA PAPAYA L.),PAPAIN; PAPAINASE,ENZYME; FORMULATION AID; PROCESSING AID; SURFACE-FINISHING AGENT; TEXTURIZER
9042-08-4,RENNET,"RENNET; RENNET, CALF; RENNETS",ENZYME; FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; LUBRICANT OR RELEASE AGENT; MALTING OR FERMENTING AID; PROCESSING AID; STABILIZER OR THICKENER; TEXTURIZER
9004-53-9,DEXTRIN,DEXTRIN; STARCH GUM; BRITISH GUM; DEXTRINS,ANTICAKING AGENT OR FREE-FLOW AGENT; DRYING AGENT; FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; FORMULATION AID; HUMECTANT; LUBRICANT OR RELEASE AGENT; NUTRITIVE SWEETENER; SOLVENT OR VEHICLE; STABILIZER OR THICKENER
1319-70-6,POTASSIUM GLYCEROPHOSPHATE,"POTASSIUM GLYCEROPHOSPHATE; DIPOTASSIUM 1,2,3-PROPANETRIOL MONO(DIHYDROGEN PHOSPHATE) TRIHYDRATE; DIPOTASSIUM GLYCEROPHOSPHATE TRIHYDRATE; GLYCEROPHOSPHORIC ACID, DIPOTASSIUM SALT, TRIHYDRATE; POTASSIUM GLYCEROPHOSPHATE TRIHYDRATE; 1,2,3-PROPANETRIOL, MONO(DIHYDROGEN PHOSPHATE), DIPOTASSIUM SALT, TRIHYDRATE",
1320-46-3,MANGANESE GLYCEROPHOSPHATE,"MANGANESE GLYCEROPHOSPHATE; GLYCEROL, DIHYDROGEN PHOSPHATE, MANGANESE(2+) SALT (1:1); MANGANESE(2+) 1,2,3-PROPANETRIOL MONO(DIHYDROGEN PHOSPHATE) (1:1); MANGANESE(2+) GLYCEROL DIHYDROGEN PHOSPHATE (1:1); 1,2,3-PROPANETRIOL, MONO(DIHYDROGEN PHOSPATE), MANGANESE(2+) SALT (1:1)",NUTRIENT SUPPLEMENT
27214-00-2,CALCIUM GLYCEROPHOSPHATE,"CALCIUM GLYCEROPHOSPHATE; CALCIUM 1,2,3-PROPANETRIYL MONO(DIHYDROGEN PHOSPHATE); CALCIUM GLYCERYL MONO(DIHYDROGEN PHOSPHATE); GLYCEROL, MONO(DIHYDROGEN PHOSPHATE), CALCIUM SALT (1:1); 1,2,3-PROPANETRIOL, MONO(DIHYDROGEN PHOSPHATE), CALCIUM SALT (1:1)",NUTRIENT SUPPLEMENT; STABILIZER OR THICKENER
927-20-8,MAGNESIUM GLYCEROPHOSPHATE,"MAGNESIUM GLYCEROPHOSPHATE; GLYCEROL, 1-(DIHYDROGEN PHOSPHATE), MAGNESIUM SALT (1:1); MAGNESIUM ALPHA-GLYCEROPHOSPHATE; MAGNESIUM 1,2,3-PROPANETRIOL 1-(DIHYDROGEN PHOSPHATE) (1:1); MAGNESIUM GLYCEROL 1-(DIHYDROGEN PHOSPHATE) (1:1); 1,2,3-PROPANETRIOL, 1-(DIHYDROGEN PHOSPHATE), MAGNESIUM SALT (1:1)",FORMULATION AID
10043-84-2,MANGANESE HYPOPHOSPHITE,"MANGANESE HYPOPHOSPHITE; MANGANESE(2+) HYPOPHOSPHITE (1:2); PHOSPHINIC ACID, MANGANESE(2+) SALT (2:1)",NUTRIENT SUPPLEMENT
7681-53-0,SODIUM HYPOPHOSPHITE,"SODIUM HYPOPHOSPHITE; SODIUM PHOSPHINATE; PHOSPHINIC ACID, SODIUM SALT; SODIUM HYPOPHOSPHITE (NAH2PO2)",ANTIOXIDANT
7782-87-8,POTASSIUM HYPOPHOSPHITE,"POTASSIUM HYPOPHOSPHITE; POTASSIUM PHOSPHINATE; PHOSPHINIC ACID, POTASSIUM SALT; POTASSIUM HYPOPHOSPHITE (KH2PO2)",
7789-79-9,CALCIUM HYPOPHOSPHITE,"CALCIUM HYPOPHOSPHITE; CALCIUM PHOSPHINATE; CALCIUM PHOSPHINATE (CA(H2PO2)2); CALCIUM DIHYDROGEN HYPOPHOSPHITE; PHOSPHINIC ACID, CALCIUM SALT; calcium hypophosphite (Ca(H2PO2)2)",ANTIOXIDANT
1305-62-0,CALCIUM HYDROXIDE,CALCIUM HYDROXIDE; MILK OF LIME; HYDRATED LIME; SLAKED LIME; CALCIUM HYDRATE; calcium hydroxide (Ca(OH)2),FIRMING AGENT; NUTRIENT SUPPLEMENT; PH CONTROL AGENT; PROCESSING AID
1305-78-8,CALCIUM OXIDE,LIME; BURNT LIME; CALX; QUICKLIME,ANTICAKING AGENT OR FREE-FLOW AGENT; DOUGH STRENGTHENER; FIRMING AGENT; NUTRIENT SUPPLEMENT; PH CONTROL AGENT; PROCESSING AID; TEXTURIZER
64-18-6,FORMIC ACID,FORMIC ACID; METHANOIC ACID; C1 ACID; HYDROGEN CARBOXYLIC ACID,FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; FORMULATION AID
109-94-4,ETHYL FORMATE,"ETHYL FORMATE; CARBOXYLIC ACID OXAETHANE; ETHYL METHANOATE; FORMIC ETHER; FORMIC ACID, ETHYL ESTER",FLAVORING AGENT OR ADJUVANT
141-53-7,SODIUM FORMATE,"SODIUM FORMATE; FORMIC ACID, SODIUM SALT",PROCESSING AID
8016-70-4,"SOYBEAN OIL, HYDROGENATED","SOYBEAN OIL, HYDROGENATED; OIL, HYDROGENATED SOYBEAN; SOYBEAN OIL, HARDENED; SOYA BEAN OIL FATTY ACIDS, HYDROGENATED",COLOR OR COLORING ADJUNCT; FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; FORMULATION AID; NUTRIENT SUPPLEMENT; SOLVENT OR VEHICLE; STABILIZER OR THICKENER; TEXTURIZER
532-32-1,SODIUM BENZOATE,"SODIUM BENZOATE; BENZOIC ACID, SODIUM SALT",ANTIMICROBIAL AGENT; ANTIOXIDANT; COLOR OR COLORING ADJUNCT; FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; FUMIGANT; PH CONTROL AGENT; SURFACE-ACTIVE AGENT
65-85-0,BENZOIC ACID,BENZOIC ACID; BENZENECARBOXYLIC ACID; BENZENEFORMIC ACID; CARBOXYBENZENE; DRACYLIC ACID; PHENYLCARBOXYLIC ACID; PHENYLFORMIC ACID; BENZENEMETHANOIC ACID,ANTIMICROBIAL AGENT; FLAVORING AGENT OR ADJUVANT; PH CONTROL AGENT
57-50-1,SUCROSE,"SUCROSE; BEET SUGAR; CANE SUGAR; SACCHAROSE; TABLE SUGAR; FRUCTOFURANOSYL ALPHA-D-GLUCOPYRANOSIDE, BETA-D; SUCROSE, D-(+); ALPHA-D-GLUCOPYRANOSYL BETA-D-FRUCTOFURANOSIDE; ALPHA-D-GLUCOPYRANOSIDE, BETA-D-FRUCTOFURANOSYL; SUGAR, BEET",NUTRITIVE SWEETENER
6485-39-8,MANGANESE GLUCONATE,"MANGANESE GLUCONATE; MANGANESE, BIS(D-GLUCONATO-O1,O2)-, (T-4); MANGANESE D-GLUCONATE; GLUCONIC ACID, MANGANESE SALT (2:1); MANGANESE(II) GLUCONATE; BIS(D-GLUCONATO-O1,O)MANGANESE, (T-4)",FLAVORING AGENT OR ADJUVANT; FUMIGANT
10024-66-5,MANGANESE CITRATE,"MANGANESE CITRATE; 1,2,3-PROPANETRICARBOXYLIC ACID, 2-HYDROXY-, MANGANESE SALT; MANGANESE 2-HYDROXY-1,2,3-PROPANETRICARBOXYLATE; CITRIC ACID, MANGANESE SALT; MANGANESE(II) CITRATE; MANGANOUS(II) CITRATE",NUTRIENT SUPPLEMENT; SEQUESTRANT
60-33-3,LINOLEIC ACID,"LINOLEIC ACID; LINOLEIC ACID, CIS,CIS; 9,12-OCTADECADIENOIC ACID, CIS,CIS; LINOLIC ACID; OCTADECADIENOIC ACID, CIS-9,CIS-12; 9-CIS,12-CIS-OCTADECADIENOIC ACID; 9,12-OCTADECADIENOIC ACID (9Z,12Z); 9,12-OCTADECADIENOIC ACID (Z,Z)",FLAVORING AGENT OR ADJUVANT
8002-03-7,PEANUT OIL,"PEANUT OIL; ARACHIS OIL; EARTHNUT OIL; GROUNDNUT OIL; KATCHUNG OIL; OIL, PEANUT",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; NUTRIENT SUPPLEMENT; SOLVENT OR VEHICLE; TEXTURIZER
112-80-1,OLEIC ACID,"OLEIC ACID; 9-OCTADECENOIC ACID, CIS; RED OIL; OLEIC ACID, CIS; WHITE OLEIC ACID; OLEINIC ACID; 9-OCTADECENOIC ACID (9Z); DELTA9-CIS-OCTADECENOIC ACID",FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; FORMULATION AID; LUBRICANT OR RELEASE AGENT; SURFACE-ACTIVE AGENT; WASHING OR SURFACE REMOVAL AGENT
8001-31-8,COCONUT OIL,"COCONUT OIL; COCONUT EXTRACT; COCONUT KERNEL EXTRACT; OILS, COCONUT; OILS, COPRA; OILS, GLYCERIDIC, COCONUT; OILS, GLYCERIDIC, COPRA; COPRA OIL; OIL, COCONUT; cocos nucifera extract",ANTICAKING AGENT OR FREE-FLOW AGENT; DRYING AGENT; FORMULATION AID; HUMECTANT; LUBRICANT OR RELEASE AGENT; NUTRIENT SUPPLEMENT; SOLVENT OR VEHICLE; SURFACE-ACTIVE AGENT; SURFACE-FINISHING AGENT; TEXTURIZER
9000-29-7,GUAIAC GUM (GUAIACUM SPP.),GUAIAC; GUM GUAIAC; GUAIACUM; GUAIAC GUM; GUAIAC RESIN; GUAIACUM RESIN; GUAIACUM (RESIN); GUM GUAIACUM; RESIN GUAIAC,ANTIOXIDANT; FLAVORING AGENT OR ADJUVANT
7775-14-6,SODIUM HYDROSULFITE,"SODIUM HYDROSULFITE; SODIUM DITHIONITE; DISODIUM DITHIONITE; DITHIONOUS ACID, DISODIUM SALT",
7779-86-4,ZINC DITHIONITE,"ZINC DITHIONITE; ZINC HYDROSULFITE; DITHIONOUS ACID, ZINC SALT (1:1)",NUTRIENT SUPPLEMENT
5329-14-6,SULFAMIC ACID,SULFAMIC ACID; AMIDOSULFONIC ACID; SULFAMINIC ACID,
61790-53-2,DIATOMACEOUS EARTH,"SILICA, DIATOMACEOUS; DIATOMACEOUS SILICA; INFUSORIAL EARTH; KIESELGUHR; DIATOMITE; CELATOM; SILICEOUS EARTH; FOSSIL FLOUR; DIATOMACEOUS EARTH FILLER",
1327-39-5,ALUMINUM CALCIUM SILICATE,"ALUMINUM CALCIUM SILICATE; ALUMINOSILICIC ACID, CALCIUM SALT; CALCIUM ALUMINOSILICATE; CALCIUM ALUMINUM SILICATE; CALCIUM SILICOALUMINATE; SILICIC ACID, ALUMINUM CALCIUM SALT",
1343-88-0,MAGNESIUM SILICATE,"MAGNESIUM SILICATE; SILICIC ACID, MAGNESIUM SALT",ANTICAKING AGENT OR FREE-FLOW AGENT; FORMULATION AID
1344-00-9,SODIUM ALUMINUM SILICATE,"SODIUM ALUMINOSILICATE; ALUMINUM SODIUM SILICATE; ALUMINOSILICIC ACID, SODIUM SALT; SODIUM ALUMINUM SILICATE; SILICIC ACID, ALUMINUM SODIUM SALT; SILICATE, SODIUM ALUMINO",ANTICAKING AGENT OR FREE-FLOW AGENT; DRYING AGENT; FORMULATION AID; HUMECTANT
1344-01-0,"SODIUM CALCIUM ALUMINOSILICATE, HYDRATED","SODIUM CALCIUM ALUMINOSILICATE; ALUMINUM CALCIUM SODIUM SILICATE; CALCIUM SODIUM ALUMINOSILICATE; SODIUM CALCIUM SILICOALUMINATE; SODIUM CALCIUM ALUMINOSILICATE, HYDRATED; SODIUM CALCIUM ALUMINUM SILICATE; SILICIC ACID, ALUMINUM CALCIUM SODIUM SALT",
1344-09-8,SODIUM SILICATE,"SODIUM SILICATE; SODIUM SESQUISILICATE; SODIUM POLYSILICATE; SILICIC ACID, SODIUM SALT",ANTICAKING AGENT OR FREE-FLOW AGENT; DRYING AGENT; HUMECTANT; PROCESSING AID
1344-95-2,CALCIUM SILICATE,"CALCIUM SILICATE; CALCIUM MONOSILICATE; CALCIUM POLYSILICATE; SILICIC ACID, CALCIUM SALT",ANTICAKING AGENT OR FREE-FLOW AGENT; FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; FORMULATION AID; LUBRICANT OR RELEASE AGENT
14807-96-6,TALC,"TALC; FRENCH CHALK; MAGNESIUM SILICATE, HYDROUS; TALC (MG3H2(SIO3)4); TALCUM",FORMULATION AID; MASTICATORY SUBSTANCE; NON-NUTRITIVE SWEETENER; PROCESSING AID; WASHING OR SURFACE REMOVAL AGENT
977052-02-0,SILICA AEROGEL,SILICA AEROGEL,SURFACE-ACTIVE AGENT
557-04-0,MAGNESIUM STEARATE,"MAGNESIUM STEARATE; OCTADECANOIC ACID, MAGNESIUM SALT; MAGNESIUM OCTADECANOATE; STEARIC ACID, MAGNESIUM SALT",ANTICAKING AGENT OR FREE-FLOW AGENT; DRYING AGENT; FORMULATION AID; HUMECTANT
10034-99-8,MAGNESIUM SULFATE,"MAGNESIUM SULFATE; EPSOM SALT; MAGNESIUM SULFATE HEPTAHYDRATE; SULFURIC ACID MAGNESIUM SALT (1:1), HEPTAHYDRATE; MAGNESIUM SULFATE (1:1), HEPTAHYDRATE",ANTICAKING AGENT OR FREE-FLOW AGENT; EMULSIFIER OR EMULSIFIER SALT; FORMULATION AID; LUBRICANT OR RELEASE AGENT; MALTING OR FERMENTING AID; NUTRIENT SUPPLEMENT; PH CONTROL AGENT; PROCESSING AID; STABILIZER OR THICKENER
1309-42-8,MAGNESIUM HYDROXIDE,MAGNESIUM HYDROXIDE; MAGNESIUM HYDROXIDE (MG(OH)2),COLOR OR COLORING ADJUNCT; DRYING AGENT; NUTRIENT SUPPLEMENT; PH CONTROL AGENT; PROCESSING AID
1309-48-4,MAGNESIUM OXIDE,MAGNESIUM OXIDE; CALCINED MAGNESIA; MAGNESIUM OXIDE (MGO),ANTICAKING AGENT OR FREE-FLOW AGENT; DRYING AGENT; FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; FORMULATION AID; HUMECTANT; NUTRIENT SUPPLEMENT; PH CONTROL AGENT; PROCESSING AID
39409-82-0,MAGNESIUM CARBONATE,"MAGNESIUM CARBONATE HYDROXIDE; CARBONIC ACID, MAGNESIUM SALT (1:1), MIXT. WITH MAGNESIUM HYDROXIDE (MG(OH)2), HYDRATE",ANTICAKING AGENT OR FREE-FLOW AGENT; DRYING AGENT; FLAVOR ENHANCER; FLAVORING AGENT OR ADJUVANT; FORMULATION AID; HUMECTANT; LUBRICANT OR RELEASE AGENT; NUTRIENT SUPPLEMENT; PH CONTROL AGENT; PROCESSING AID
7757-87-1,"MAGNESIUM PHOSPHATE, TRIBASIC","MAGNESIUM PHOSPHATE, TRIBASIC, ANHYDROUS; MAGNESIUM PHOSPHATE (3:2); MAGNESIUM PHOSPHATE (MG3(PO4)2); MAGNESIUM ORTHOPHOSPHATE; PHOSPHORIC ACID, MAGNESIUM SALT (2:3); TRIMAGNESIUM PHOSPHATE, ANHYDROUS; TRIMAGNESIUM PHOSPHATE; TRIMAGNESIUM DIPHOSPHATE; TRIMAGNESIUM DIORTHOPHOSPHATE",NUTRIENT SUPPLEMENT; PH CONTROL AGENT; STABILIZER OR THICKENER
